,published_at,channel,title,duration,caption,licensed_content,projection,trend_time_hours,weekday,hours_until_trend,likes_growth,likes_growth/hour,first_rank,best_rank,views_growth,views_growth/hour,views_cleaned,likes_cleaned,dislikes_cleaned,comments_cleaned,category_name,duration_category,day_of_week
4436,2021-08-12 15:00:03+00:00,League of Legends: Wild Rift,Thresh Unbound: A Night at the Inn | League of Legends: Wild Rift,231,True,True,rectangular,14.583333333333334,4,10.867222222222223,8226.0,564.0685714285714,46,36,161201,11053.782857142856,420987,39627.0,521.0,4057.0,Gaming,0-5 min,Thursday
4437,2021-08-12 18:00:05+00:00,Jamesify,Upgrading LUCA THE MOVIE Into GOD (GTA 5),489,False,True,rectangular,21.350277777777777,4,11.399722222222222,11314.0,529.9228477381247,4,4,418901,19620.40046317378,773330,29575.0,1244.0,334.0,Gaming,5-10 min,Thursday
4457,2021-08-13 15:00:04+00:00,Dead by Daylight,Dead by Daylight | Chapter 21 Teaser,17,False,False,rectangular,44.30027777777778,4,7.716666666666667,8368.0,188.8927207629749,8,6,308495,6963.726086493061,557266,26728.0,496.0,10263.0,Gaming,0-5 min,Friday
4466,2021-08-13 17:06:34+00:00,Let's Game It Out,I Built a Theme Park of Total Dinosaur Mayhem in Parkasaurus,1241,False,True,rectangular,60.41722222222222,5,12.058333333333334,39685.0,656.8491324217708,5,5,942648,15602.306185690246,1334097,75993.0,838.0,4911.0,Gaming,20-25 min,Friday
4483,2021-08-14 14:00:31+00:00,Sharv,FNF Nerves But Different Characters Sing It 🎤 (Everyone Sings Nerves),119,False,True,rectangular,43.73388888888889,6,12.675833333333333,16901.0,386.4508834999555,4,3,1271316,29069.356334396158,2396059,42194.0,1795.0,1099.0,Gaming,0-5 min,Saturday
4484,2021-08-14 15:49:23+00:00,GoodTimesWithScar,Hermitcraft 8 Episode 9: The Swaggon Is Under ATTACK!,1742,False,True,rectangular,43.333888888888886,6,10.86138888888889,18455.0,425.87915539544366,6,6,308825,7126.639402058949,547129,43878.0,187.0,4158.0,Gaming,25-30 min,Saturday
4486,2021-08-14 13:59:53+00:00,FitMC,The Minecraft Base That Survived 2b2t's Deadliest Exploit,789,False,True,rectangular,43.33361111111111,6,12.686666666666667,25431.0,586.8654688110973,9,8,407456,9402.77049506093,705687,56786.0,385.0,3141.0,Gaming,10-15 min,Saturday
4491,2021-08-14 20:00:13+00:00,RobTopGames,Geometry Dash Update 2.2 Sneak Peek,104,False,False,rectangular,38.90027777777778,6,6.681111111111111,86990.0,2236.2308181175513,18,14,1355377,34842.34759820338,2409739,388871.0,1582.0,92868.0,Gaming,0-5 min,Saturday
4493,2021-08-14 11:53:39+00:00,SB737,"I Survived 1,600 Days in HARDCORE Minecraft...",1556,False,True,rectangular,17.03361111111111,6,14.790555555555555,15001.0,880.6705696254138,21,21,443444,26033.469773813213,1290439,74553.0,667.0,7826.0,Gaming,25-30 min,Saturday
4500,2021-08-14 15:21:14+00:00,Slimecicle,I Bought The Most Haunted Place On Earth,1567,False,True,rectangular,40.86666666666667,6,14.914166666666667,51982.0,1271.9902120717782,4,3,475355,11631.851549755302,949609,134319.0,1228.0,9810.0,Gaming,25-30 min,Saturday
4511,2021-08-14 23:05:28+00:00,Skeppy,I Cheated with a Cursed Minecraft Mod VS BadBoyHalo,727,False,True,rectangular,30.83388888888889,6,19.94333333333333,12755.0,413.6682221941947,11,8,215920,7002.684636312859,644065,60582.0,651.0,3602.0,Gaming,10-15 min,Saturday
4513,2021-08-14 19:56:23+00:00,Kaidoz,I Stream Sniped YouTubers using BANNED Glitches on Fortnite...,628,False,True,rectangular,26.98361111111111,6,23.095,1002.0,37.13365108450603,14,13,81381,3015.9417753574703,367095,9445.0,656.0,392.0,Gaming,10-15 min,Saturday
4520,2021-08-14 19:00:08+00:00,Niki Nihachu,I Went to a Film Premiere with Jack Manifold,503,False,True,rectangular,22.55027777777778,6,24.0325,11403.0,505.67004594671164,33,32,118865,5271.110235153546,502985,89601.0,154.0,2813.0,Gaming,5-10 min,Saturday
4525,2021-08-15 16:00:09+00:00,SSundee,MY HERO ACADEMIA Mod in Among Us (All Might),904,False,True,rectangular,29.733888888888888,0,9.915277777777778,83266.0,2800.37368509557,10,10,1642645,55244.875843126996,3656670,252896.0,4826.0,32736.0,Gaming,15-20 min,Sunday
4531,2021-08-14 21:00:17+00:00,Corinthius,I Survived 100 Days as a STRAY in Hardcore Minecraft... Here’s What Happened,1186,False,True,rectangular,20.1,0,28.913333333333334,3311.0,164.72636815920396,27,24,136336,6782.885572139303,544341,18119.0,332.0,1967.0,Gaming,15-20 min,Saturday
4540,2021-08-15 19:30:03+00:00,videogamedunkey,Video Game Pricing,503,False,True,rectangular,47.68416666666667,0,22.100277777777777,47630.0,998.8640534069659,8,6,733872,15390.26581150277,2135968,188997.0,1506.0,9024.0,Gaming,5-10 min,Sunday
4543,2021-08-15 16:00:21+00:00,Cosmo,History of Minecraft's Steve... in 40 seconds,42,False,True,rectangular,30.13388888888889,0,25.595277777777778,32753.0,1086.915801699821,14,12,494819,16420.681772091222,1019548,72455.0,895.0,930.0,Gaming,0-5 min,Sunday
4544,2021-08-15 15:31:10+00:00,PearlescentMoon,Hermitcraft S8: The MEGA-GIGA Boatem Base Beginnings! | Episode 7,2343,False,True,rectangular,29.30027777777778,0,26.081666666666667,4805.0,163.99161934376806,16,16,118949,4059.6543453323343,500344,36332.0,140.0,2415.0,Gaming,35-40 min,Sunday
4545,2021-08-15 21:03:58+00:00,arcsystemworks,GUILTY GEAR -STRIVE- Season Pass 1 Playable Character #2 Trailer,83,False,False,rectangular,28.900555555555556,0,20.535,1337.0,46.26208646508141,17,17,109293,3781.692008996367,510808,24224.0,398.0,2321.0,Gaming,0-5 min,Sunday
4548,2021-08-14 06:00:01+00:00,Arkasha,MINECRAFT SPEEDRUN LOGIC DREAM,21,False,False,rectangular,23.600555555555555,0,59.600833333333334,66.0,2.7965443374685153,20,20,27986,1185.8195428544525,841637,30324.0,1502.0,356.0,Gaming,0-5 min,Saturday
4555,2021-08-15 17:00:01+00:00,Dimucc,If COD Had Court: Case 4,57,False,False,rectangular,18.3,0,29.034444444444443,6902.0,377.1584699453552,26,20,100825,5509.562841530054,354691,36571.0,413.0,265.0,Gaming,0-5 min,Sunday
4559,2021-08-15 23:00:13+00:00,SSundee,THANOS INFINITY ARMOR in Minecraft (Insane Craft),1175,False,True,rectangular,19.166944444444443,0,23.031111111111112,19277.0,1005.7419457689019,35,35,488284,25475.317749018133,2967850,227733.0,1557.0,8717.0,Gaming,15-20 min,Sunday
4562,2021-08-16 14:30:06+00:00,Craftee,Minecraft but Everything I Touch turns to gold,740,False,True,rectangular,50.90027777777778,0,7.932777777777778,22222.0,436.57914986274903,8,4,1324247,26016.49849105822,1523213,28205.0,1211.0,1093.0,Gaming,10-15 min,Monday
4564,2021-08-12 21:39:51+00:00,badassev,Being Rich Be Like... #shorts,31,False,False,rectangular,18.767222222222223,0,96.77027777777778,80.0,4.262751250703058,36,33,8082,430.6444451022764,242307,11218.0,1483.0,448.0,Gaming,0-5 min,Thursday
4572,2021-08-16 17:00:19+00:00,Call of Duty,Call of Duty®: Vanguard - Official Teaser,102,False,True,rectangular,47.45027777777778,1,8.879166666666666,24204.0,510.0918505335995,3,1,932984,19662.350647754083,1418626,71260.0,24167.0,15218.0,Gaming,0-5 min,Monday
4573,2021-08-16 15:33:17+00:00,Skip the Tutorial,25 Minecraft Things You’ll Probably Never See,642,False,True,rectangular,44.98388888888889,1,10.329722222222221,46624.0,1036.4599671487322,10,8,1038583,23087.888256289287,1654768,89763.0,977.0,3746.0,Gaming,10-15 min,Monday
4575,2021-08-16 16:00:09+00:00,SSundee,*NEW* CRYPTO Mod in Among Us,920,False,True,rectangular,39.40083333333333,1,9.881944444444445,107329.0,2724.0286795964553,17,8,2494519,63311.32590258244,4383691,270320.0,2729.0,8330.0,Gaming,15-20 min,Monday
4581,2021-08-17 00:03:05+00:00,Skeppy,I Troll BadBoyHalo in Bedwars...,822,False,True,rectangular,50.40027777777778,1,16.3,16497.0,327.31962456115207,8,8,285474,5664.135448988927,715326,66798.0,621.0,6222.0,Gaming,10-15 min,Tuesday
4583,2021-08-16 20:00:09+00:00,Wifies,34 Secret Minecraft Things You Didn't Know Existed,881,True,True,rectangular,50.40027777777778,1,20.34888888888889,17156.0,340.39494932236926,10,10,482708,9577.486896566928,892507,42442.0,738.0,4506.0,Gaming,10-15 min,Monday
4586,2021-08-16 22:00:12+00:00,Doni Bobes,Every time my Friend Looks Away.. I add a Custom Mod,962,False,True,rectangular,31.366944444444446,1,19.21472222222222,7976.0,254.2804261386279,11,11,192892,6149.531088105844,531535,28792.0,571.0,1632.0,Gaming,15-20 min,Monday
4587,2021-08-16 15:56:51+00:00,Cosmo,The MOST useless Minecraft feature...,36,False,True,rectangular,18.400277777777777,1,25.270555555555557,15086.0,819.8789269485666,15,14,225424,12251.119397352093,584965,44495.0,588.0,404.0,Gaming,0-5 min,Monday
4592,2021-08-16 19:15:40+00:00,Alpharad,I forced youtubers to play my favorite game,1483,False,True,rectangular,47.15,1,24.340555555555557,10307.0,218.60021208907742,9,9,160189,3397.4337221633086,609609,56256.0,551.0,6833.0,Gaming,20-25 min,Monday
4595,2021-08-16 06:35:34+00:00,eyszo,Best way to make money in GTA 5 #shorts,13,False,False,rectangular,44.23388888888889,1,39.925,344.0,7.776842792730561,7,7,59969,1355.725248364125,415030,14683.0,1601.0,455.0,Gaming,0-5 min,Monday
4596,2021-08-17 09:14:49+00:00,Fortnite,Trust Nobody: Introducing Fortnite Impostors,33,True,True,rectangular,30.05027777777778,1,13.270833333333334,6036.0,200.8633678742108,10,8,1696887,56468.263373420465,2579085,57187.0,3524.0,9171.0,Gaming,0-5 min,Tuesday
4598,2021-08-17 14:38:22+00:00,Lachlan,FORTNITE AMONG US IS HERE!,645,False,True,rectangular,55.45027777777778,1,7.878333333333333,20810.0,375.29117677999807,19,5,844612,15231.880413383362,1239818,45486.0,1424.0,1546.0,Gaming,10-15 min,Tuesday
4600,2021-08-14 23:06:23+00:00,ChallengeKing,I have the power of AVATAR in MINECRAFT,18,False,False,rectangular,24.350555555555555,1,71.4113888888889,19.0,0.7802696721498483,24,24,12707,521.8361433688485,371859,19168.0,532.0,149.0,Gaming,0-5 min,Saturday
4611,2021-08-17 13:57:10+00:00,Destiny 2,Destiny 2: 2021 - A Year of Epic Moments,63,False,False,rectangular,23.950277777777778,1,8.965277777777779,1438.0,60.04105728302849,37,37,46591,1945.321905336287,141017,11180.0,398.0,1142.0,Gaming,0-5 min,Tuesday
4625,2021-08-17 23:03:52+00:00,LazarBeam,Meme Olympics #6,604,False,True,rectangular,39.10027777777778,2,18.236944444444443,40196.0,1028.0233871597957,5,5,1253892,32068.621280042058,3122617,164853.0,1314.0,8993.0,Gaming,10-15 min,Tuesday
4627,2021-08-17 16:10:17+00:00,Cosmo,Notch nearly added the Aether to Minecraft...,37,False,True,rectangular,23.066944444444445,2,25.13,13297.0,576.4525957057357,13,13,175304,7599.792873399887,620477,49469.0,543.0,483.0,Gaming,0-5 min,Tuesday
4628,2021-08-16 01:00:03+00:00,Squid Craft,why is he doing this,17,False,False,rectangular,29.03361111111111,2,64.30055555555556,228.0,7.852967346274911,18,18,28246,972.8724371178998,792641,32429.0,1684.0,246.0,Gaming,0-5 min,Monday
4629,2021-08-18 13:00:14+00:00,The Official Pokémon YouTube channel,Pokémon Presents | 8.18.21,1648,True,True,rectangular,50.98361111111111,2,9.880555555555556,24518.0,480.8996355037839,1,1,1045870,20513.84704235021,2447712,121544.0,2837.0,14039.0,Gaming,25-30 min,Wednesday
4631,2021-08-18 13:28:41+00:00,The Official Pokémon YouTube channel,Discover the Hisui region in Pokémon Legends: Arceus!,229,False,True,rectangular,42.70027777777778,2,9.40638888888889,11266.0,263.8390330533889,4,4,467604,10950.84211005653,839788,34447.0,1240.0,4487.0,Gaming,0-5 min,Wednesday
4632,2021-08-18 13:16:50+00:00,The Official Pokémon YouTube channel,Dig into the details of Pokémon Brilliant Diamond and Pokémon Shining Pearl!,217,False,True,rectangular,24.266944444444444,2,9.60388888888889,5056.0,208.3492634012889,9,8,165560,6822.449376724167,357580,18332.0,923.0,2965.0,Gaming,0-5 min,Wednesday
4637,2021-08-18 14:44:03+00:00,Austin John Plays,Pokemon Presents Reaction - August 2021,963,False,True,rectangular,41.26722222222222,3,9.58361111111111,2259.0,54.7407816265263,11,11,73460,1780.1052759117406,161459,8640.0,131.0,968.0,Gaming,15-20 min,Wednesday
4641,2021-08-18 16:00:10+00:00,PlayAdoptMe,🥚 MYTHIC EGG UPDATE! 🥚 New Mythical Pets!🐲 Adopt Me! on Roblox,122,False,True,rectangular,21.73361111111111,3,8.598333333333333,12982.0,597.3236538387803,18,17,332567,15301.966999399294,675249,46614.0,439.0,10344.0,Gaming,0-5 min,Wednesday
4646,2021-08-18 14:04:10+00:00,Mewrk,Crucify but Every Turn Another Character Sings It (Crucify but every turn a new character sings it),176,False,False,rectangular,21.366666666666667,3,11.281944444444445,17007.0,795.9594383775351,23,16,732997,34305.63182527301,1124640,29964.0,672.0,1180.0,Gaming,0-5 min,Wednesday
4655,2021-08-18 19:10:27+00:00,JackManifoldTV,I Boxed Wilbur Soot...,745,False,True,rectangular,57.583888888888886,3,23.593611111111112,60514.0,1050.8842172289703,4,4,748635,13000.771820821798,1959486,273121.0,799.0,11360.0,Gaming,10-15 min,Wednesday
4661,2021-08-18 21:00:31+00:00,Parrot,How I SCAMMED an Entire Minecraft SMP,758,False,True,rectangular,30.78361111111111,3,21.759444444444444,2564.0,83.29107299158102,19,19,107719,3499.2320950000453,407791,16456.0,223.0,1418.0,Gaming,10-15 min,Wednesday
4662,2021-08-18 23:44:27+00:00,Not GeorgeNotFound,Surprising Dream With A Birthday Gift...,724,False,True,rectangular,30.78361111111111,3,19.02722222222222,10180.0,330.6954458090073,21,21,134770,4377.978902915513,466807,67421.0,597.0,4753.0,Gaming,10-15 min,Wednesday
4663,2021-08-18 20:01:52+00:00,Purpled,How I WON Proximity Chat Bedwars,1049,False,True,rectangular,49.16694444444445,3,22.736944444444443,6423.0,130.63655007598825,22,22,135573,2757.4013706137252,343457,26796.0,197.0,884.0,Gaming,15-20 min,Wednesday
4669,2021-08-19 15:00:11+00:00,EA SPORTS NHL,NHL 22 Official Reveal Trailer,119,True,True,rectangular,24.416666666666668,3,7.348333333333334,1456.0,59.63139931740614,7,5,176315,7221.092150170648,339437,7255.0,1268.0,2905.0,Gaming,0-5 min,Thursday
4681,2021-08-19 14:00:18+00:00,Craftee,Minecraft but looking at Mobs multiplies them,880,False,True,rectangular,17.25,4,10.329722222222221,3762.0,218.08695652173913,23,18,227833,13207.710144927536,364191,6926.0,294.0,475.0,Gaming,10-15 min,Thursday
4696,2021-08-20 03:35:50+00:00,SmallAnt,Is it possible to beat Pokemon X if trainers are all LVL 100?,2207,False,True,rectangular,49.75055555555556,4,14.00388888888889,39304.0,790.0213286283794,8,7,668882,13444.714185212895,1052210,81483.0,501.0,3098.0,Gaming,35-40 min,Friday
4707,2021-08-19 23:00:11+00:00,TBJZL,Tobi & Manny - Rhythm & Vibes [Official Music Video],148,False,False,rectangular,34.750277777777775,4,18.598333333333333,36379.0,1046.8693295816981,39,37,501465,14430.53213003893,1499236,216969.0,1699.0,8309.0,Gaming,0-5 min,Thursday
4710,2021-08-20 12:00:16+00:00,Nintendo,Metroid Dread - Another Glimpse of Dread - Nintendo Switch,103,False,False,rectangular,30.350277777777777,4,9.996944444444445,6494.0,213.9683876222989,20,20,195934,6455.756399813291,448800,28076.0,281.0,3018.0,Gaming,0-5 min,Friday
4711,2021-08-20 14:45:01+00:00,Genshin Impact,"Version 2.1 ""Floating World Under the Moonlight"" Trailer | Genshin Impact",280,True,False,rectangular,52.36694444444444,4,8.034444444444444,56352.0,1076.0986839662426,4,4,2166019,41362.33310877834,3378930,210258.0,923.0,18827.0,Gaming,0-5 min,Friday
4713,2021-08-20 15:00:21+00:00,Let's Game It Out,I Ruined All of Humanity Instead of Saving It in HUMANKIND - Ad,921,False,False,rectangular,52.36694444444444,4,7.778888888888889,35741.0,682.5107017255373,10,7,820296,15664.38540003501,1082188,61083.0,2163.0,3422.0,Gaming,15-20 min,Friday
4722,2021-08-18 10:00:02+00:00,PongroTM,Minecraft RTX 91% #Shorts 6,32,False,False,rectangular,2.75,5,63.5675,-28.0,-10.181818181818182,28,28,3715,1350.909090909091,137454,12385.0,271.0,95.0,Gaming,0-5 min,Wednesday
4727,2021-08-20 15:00:17+00:00,Minecraft,Episode 2: Updates That Nearly Broke Us,370,True,False,rectangular,7.583611111111111,5,21.346666666666668,3165.0,417.3473499139226,35,33,63018,8309.761547196074,293453,30482.0,366.0,2489.0,Gaming,5-10 min,Friday
4742,2021-08-21 14:15:00+00:00,PrestonPlayz,Minecraft but You Can't Touch the Color Green...,737,False,True,rectangular,60.31722222222222,6,14.117777777777778,73942.0,1225.8853653369686,2,2,1825978,30272.91265623417,2987914,145472.0,2773.0,4703.0,Gaming,10-15 min,Saturday
4743,2021-08-21 18:05:13+00:00,The Game Theorists,"Game Theory: Minecraft, Do NOT Kill The Ender Dragon!",849,False,True,rectangular,85.10055555555556,6,10.280833333333334,83612.0,982.5082745249084,3,2,1546396,18171.39723594963,2415610,165184.0,2227.0,19544.0,Gaming,10-15 min,Saturday
4744,2021-08-21 17:00:32+00:00,Grian,Hermitcraft 8: Episode 11 - THE FIRST BUILDING,1316,False,True,rectangular,69.50055555555555,6,11.358888888888888,60503.0,870.5398038384985,5,4,1423910,20487.74989808235,2587009,155543.0,834.0,10380.0,Gaming,20-25 min,Saturday
4745,2021-08-21 15:00:12+00:00,Brawl Stars,Brawl Stars: Brawl Talk - Once Upon a Brawl,296,True,True,rectangular,48.48388888888889,6,13.364444444444445,163961.0,3381.7625557172482,7,7,6267342,129266.48714922482,12753646,759247.0,7804.0,48343.0,Gaming,0-5 min,Saturday
4748,2021-08-21 02:16:12+00:00,Summoning Salt,The History of Super Mario 64 16 Star World Records,3058,False,True,rectangular,37.45027777777778,6,26.098055555555554,18013.0,480.9844163743037,21,21,298288,7964.907544076961,704282,73124.0,389.0,7088.0,Gaming,50+ min,Saturday
4751,2021-08-20 22:00:11+00:00,TapL,"Minecraft, But Villager Upgrades Are Super...",1634,False,True,rectangular,23.116944444444446,6,30.365,6801.0,294.1997813051994,24,24,186463,8066.074668653344,745819,41206.0,622.0,2667.0,Gaming,25-30 min,Friday
4753,2021-08-21 15:09:26+00:00,KairosTime Gaming,New Brawler ASH BREAKDOWN! | Update INFO!,816,False,True,rectangular,22.78361111111111,6,13.210833333333333,2733.0,119.95464576145135,31,29,89829,3942.702478633521,301993,19627.0,211.0,2874.0,Gaming,10-15 min,Saturday
4759,2021-08-21 21:00:15+00:00,OfflineTV,OFFLINETV COMFY CARTEL PLAYS MAFIA ft. Myth Fuslie Valkyrae,1299,False,True,rectangular,70.48361111111112,6,21.980555555555554,55036.0,780.8340000236461,10,8,742255,10530.887795035094,1594779,165109.0,747.0,8716.0,Gaming,20-25 min,Saturday
4764,2021-08-22 00:57:04+00:00,WWE 2K,WWE 2K22 Coming March 2022!  👊💥,31,False,False,rectangular,27.816666666666666,6,18.03361111111111,1209.0,43.46315158777711,18,18,66562,2392.881965248652,166710,7955.0,588.0,1938.0,Gaming,0-5 min,Sunday
4765,2021-08-22 00:06:29+00:00,I Talk,"Fortnite Item Shop *NEW* MORTY BUNDLE! [August 21st, 2021] (Fortnite Battle Royale)",198,False,True,rectangular,22.83361111111111,6,18.876666666666665,387.0,16.9486989209377,25,24,41811,1831.1164097760368,247957,8612.0,201.0,820.0,Gaming,0-5 min,Sunday
4774,2021-08-22 14:00:02+00:00,Craftee,Minecraft But Villagers Beat the game for you,1020,False,True,rectangular,46.70055555555555,0,13.167222222222222,22561.0,483.099177977897,2,2,1152380,24675.937711899693,1710962,37827.0,1382.0,1815.0,Gaming,15-20 min,Sunday
4785,2021-08-22 16:00:37+00:00,SSundee,*NEW* RANDOM ROLES *6* in Among Us,882,False,True,rectangular,37.18388888888889,0,11.490833333333333,110017.0,2958.7276448880193,21,17,1739420,46778.861812911804,3793216,341626.0,2771.0,8168.0,Gaming,10-15 min,Sunday
4786,2021-08-22 21:32:12+00:00,LazarBeam,TIKTOKS that make you HAHA,602,False,True,rectangular,55.55027777777778,0,20.297777777777778,89896.0,1618.2817367649927,2,2,2262411,40727.267090373585,4947393,298290.0,2744.0,16184.0,Gaming,10-15 min,Sunday
4794,2021-08-22 21:34:15+00:00,Skeppy,I Troll Quackity with A Confusing Minecraft Mod...,583,False,True,rectangular,22.850277777777777,0,20.26388888888889,12065.0,528.0023340343541,20,20,176391,7719.424757783154,711563,72677.0,574.0,3544.0,Gaming,5-10 min,Sunday
4795,2021-08-22 19:49:47+00:00,Call of Duty,Call of Duty®: Vanguard | PlayStation® Alpha Trailer,58,False,True,rectangular,6.183333333333334,0,22.005,947.0,153.15363881401618,21,21,38636,6248.409703504043,386849,26298.0,2547.0,3491.0,Gaming,0-5 min,Sunday
4796,2021-08-21 14:53:47+00:00,Cosmo,"Why does Minecraft have ""Pirate English"" as a language?",44,False,True,rectangular,29.23361111111111,0,50.93833333333333,51354.0,1756.6765804201787,24,22,612211,20942.024496156442,1896077,189632.0,1715.0,1483.0,Gaming,0-5 min,Saturday
4803,2021-08-23 13:59:55+00:00,Destiny 2,Destiny 2: The Witch Queen - Truth,16,False,False,rectangular,48.21722222222222,0,8.819166666666666,9379.0,194.51556036916273,2,2,650070,13482.112200573793,1134201,44222.0,448.0,5865.0,Gaming,0-5 min,Monday
4804,2021-08-21 13:30:42+00:00,MissBeast Gaming,Minecraft Raft!shorts,58,False,True,rectangular,48.216944444444444,0,57.30638888888889,-1236.0,-25.63414198558598,12,11,216269,4485.331919968199,1487546,116619.0,1827.0,623.0,Gaming,0-5 min,Saturday
4805,2021-08-18 12:34:07+00:00,Pat.,minecraft but I can't touch the water or else.... #shorts,59,False,False,rectangular,17.866666666666667,0,130.24944444444444,42.0,2.3507462686567164,15,15,4424,247.61194029850745,623843,35692.0,1639.0,327.0,Gaming,0-5 min,Wednesday
4813,2021-08-22 20:18:33+00:00,Renju,Testing Season 1 Fortnite Glitches (they worked),607,False,True,rectangular,17.483333333333334,0,26.892222222222223,1096.0,62.688274547187795,21,20,124666,7130.562440419447,485670,9398.0,335.0,446.0,Gaming,10-15 min,Sunday
4820,2021-08-23 16:00:27+00:00,SSundee,WEDDING Mod in Among Us,911,False,True,rectangular,47.11694444444444,1,8.760555555555555,147747.0,3135.7508799028424,18,8,3462796,73493.6452443978,5114854,307134.0,3558.0,9474.0,Gaming,15-20 min,Monday
4847,2021-08-24 16:05:19+00:00,Destiny 2,Destiny 2: The Witch Queen - Reveal Trailer,115,False,False,rectangular,42.41722222222222,1,6.995833333333334,5384.0,126.92957525114275,7,7,271676,6404.851278961638,458738,16761.0,269.0,1920.0,Gaming,0-5 min,Tuesday
4848,2021-08-24 16:24:46+00:00,Destiny 2,Destiny 2: The Witch Queen - Gameplay Trailer,94,False,False,rectangular,42.41722222222222,1,6.671666666666667,7121.0,167.87992298725624,10,8,339725,8009.128891566581,523801,22448.0,342.0,2894.0,Gaming,0-5 min,Tuesday
4849,2021-08-24 16:15:17+00:00,Destiny 2,Destiny 2: Beyond Light - Season of the Lost Trailer,114,False,False,rectangular,1.6669444444444443,1,6.829722222222222,1015.0,608.8985169138477,13,11,40635,24376.937177137144,156832,9224.0,81.0,668.0,Gaming,0-5 min,Tuesday
4856,2021-08-24 17:00:12+00:00,Xbox,gamescom 2021 - Official Xbox Stream,4978,True,False,rectangular,25.1,2,8.881388888888889,2103.0,83.78486055776892,14,14,115205,4589.840637450199,420542,16058.0,2422.0,1249.0,Gaming,50+ min,Tuesday
4857,2021-08-24 13:48:06+00:00,DrDisRespect,DrDisrespect FINALLY opens up about you know what.,709,False,True,rectangular,40.13361111111111,2,12.083055555555555,9299.0,231.7010541178425,19,18,270085,6729.646112637648,636234,37054.0,841.0,2599.0,Gaming,10-15 min,Tuesday
4865,2021-08-24 16:00:06+00:00,UnspeakablePlays,Testing Clickbait Hacks From Level 1 To Level 100!,827,False,True,rectangular,55.36694444444444,2,25.483055555555556,9595.0,173.29834789109026,4,4,598524,10810.13239949629,1578562,34942.0,1749.0,2721.0,Gaming,10-15 min,Tuesday
4867,2021-08-24 23:00:14+00:00,Datto,Destiny 2: The Witch Queen Revealed & Datto's Thoughts,833,True,True,rectangular,9.5,2,18.480833333333333,870.0,91.57894736842105,21,20,37266,3922.7368421052633,203512,9643.0,104.0,907.0,Gaming,10-15 min,Tuesday
4877,2021-08-25 03:01:44+00:00,Nick Eh 30,This was only in Fortnite for 2 hours!,1072,False,True,rectangular,49.80027777777778,2,20.0225,11865.0,238.2516831119862,8,4,729887,14656.283711045788,1745852,43912.0,1128.0,1779.0,Gaming,15-20 min,Wednesday
4882,2021-08-25 14:00:18+00:00,Datto,Destiny 2: How Season of the Lost Works,519,True,True,rectangular,18.45,2,9.046388888888888,2349.0,127.31707317073172,23,21,92115,4992.682926829269,211521,8649.0,82.0,590.0,Gaming,5-10 min,Wednesday
4888,2021-08-25 14:15:02+00:00,PearlescentMoon,Hermitcraft S8: MOVING the Castle! | Episode 8,2366,False,True,rectangular,65.5338888888889,2,9.650833333333333,16180.0,246.89516026483327,22,10,365292,5574.093132475988,541802,32409.0,192.0,1864.0,Gaming,35-40 min,Wednesday
4891,2021-08-25 18:10:20+00:00,MrBeast Gaming,"$2 VS $16,000 Minecraft House!",644,False,True,rectangular,74.7838888888889,3,7.228888888888889,454499.0,6077.498867105956,1,1,9535606,127508.82765895802,11773096,696547.0,11634.0,50688.0,Gaming,10-15 min,Wednesday
4894,2021-08-25 18:08:41+00:00,Saints Row,SAINTS ROW Official Announce Trailer,225,True,False,rectangular,37.43333333333333,3,10.023333333333333,8024.0,214.35440783615317,12,11,330643,8832.849510240429,532886,16241.0,22511.0,12562.0,Gaming,0-5 min,Wednesday
4895,2021-08-26 04:00:31+00:00,Genshin Impact,"Character Teaser - ""Raiden Shogun: Nightmare"" | Genshin Impact",101,True,False,rectangular,48.63388888888889,3,13.509166666666667,70423.0,1448.023211980672,2,2,1682893,34603.29902559943,3973875,368701.0,1489.0,28072.0,Gaming,0-5 min,Thursday
4898,2021-08-25 18:27:07+00:00,Craftee,Minecraft but there's MORE Custom TNT,1214,False,True,rectangular,30.366944444444446,3,23.066111111111113,10782.0,355.05712534645676,7,7,861275,28362.254278683875,1849678,31820.0,1633.0,4577.0,Gaming,20-25 min,Wednesday
4902,2021-08-25 18:31:10+00:00,HALO,Halo Infinite | Multiplayer Season 1 Cinematic Intro,162,True,False,rectangular,24.083333333333332,3,22.99861111111111,5591.0,232.1522491349481,14,13,146472,6081.882352941177,624048,54608.0,1618.0,6955.0,Gaming,0-5 min,Wednesday
4906,2021-08-25 19:01:00+00:00,MoreAliA,20 *MIND BLOWING* Science Experiments You HAVE TO SEE!,844,False,True,rectangular,24.08361111111111,3,22.50138888888889,3417.0,141.88071648539233,25,25,198550,8244.195568678562,622948,15272.0,450.0,510.0,Gaming,10-15 min,Wednesday
4914,2021-08-25 18:36:38+00:00,Xbox,Xbox Series X – Halo Infinite Limited Edition Bundle,79,True,False,rectangular,4.966666666666667,3,23.424166666666668,826.0,166.30872483221475,33,32,31779,6398.456375838926,441853,24315.0,542.0,2072.0,Gaming,0-5 min,Wednesday
4915,2021-08-26 17:26:23+00:00,CoryxKenshin,Regarding My Retirement,1255,False,True,rectangular,113.10083333333333,3,5.578055555555555,848198.0,7499.4849728487125,1,1,6374663,56362.652795072245,7472375,1310041.0,4333.0,284224.0,Gaming,20-25 min,Thursday
